a.m4a	00:00:00.47
b.m4a	00:00:00.59
c.m4a	00:00:00.67
d.m4a	00:00:00.61
e.m4a	00:00:00.51
f.m4a	00:00:00.42
g.m4a	00:00:00.63
h.m4a	00:00:00.64
i.m4a	00:00:00.69
j.m4a	00:00:00.64
k.m4a	00:00:00.60
l.m4a	00:00:00.62
m.m4a	00:00:00.61
n.m4a	00:00:00.60
o.m4a	00:00:00.68
p.m4a	00:00:00.54
q.m4a	00:00:00.82
r.m4a	00:00:00.60
s.m4a	00:00:00.67
t.m4a	00:00:00.56
u.m4a	00:00:00.66
v.m4a	00:00:00.78
w.m4a	00:00:01.01
x.m4a	00:00:00.71
y.m4a	00:00:00.72
z.m4a	00:00:00.68
