en_uk_lc_1_10_q1.m4a	00:00:01.79
en_uk_lc_1_10_q2.m4a	00:00:03.07
en_uk_lc_1_10_story.m4a	00:00:08.61
en_uk_lc_1_1_q1.m4a	00:00:01.67
en_uk_lc_1_1_q2.m4a	00:00:01.42
en_uk_lc_1_1_story.m4a	00:00:07.06
en_uk_lc_1_2_q1.m4a	00:00:02.53
en_uk_lc_1_2_q2.m4a	00:00:01.90
en_uk_lc_1_2_story.m4a	00:00:09.87
en_uk_lc_1_3_q1.m4a	00:00:02.04
en_uk_lc_1_3_q2.m4a	00:00:02.88
en_uk_lc_1_3_story.m4a	00:00:09.01
en_uk_lc_1_4_q1.m4a	00:00:01.81
en_uk_lc_1_4_q2.m4a	00:00:02.76
en_uk_lc_1_4_story.m4a	00:00:07.94
en_uk_lc_1_5_q1.m4a	00:00:02.30
en_uk_lc_1_5_q2.m4a	00:00:02.04
en_uk_lc_1_5_story.m4a	00:00:07.69
en_uk_lc_1_6_q1.m4a	00:00:01.79
en_uk_lc_1_6_q2.m4a	00:00:02.55
en_uk_lc_1_6_story.m4a	00:00:08.45
en_uk_lc_1_7_q1.m4a	00:00:02.11
en_uk_lc_1_7_q2.m4a	00:00:02.81
en_uk_lc_1_7_story.m4a	00:00:07.92
en_uk_lc_1_8_q1.m4a	00:00:02.07
en_uk_lc_1_8_q2.m4a	00:00:02.07
en_uk_lc_1_8_story.m4a	00:00:11.68
en_uk_lc_1_9_q1.m4a	00:00:01.83
en_uk_lc_1_9_q2.m4a	00:00:02.30
en_uk_lc_1_9_story.m4a	00:00:09.57
en_uk_lc_2_10_q1.m4a	00:00:03.34
en_uk_lc_2_10_q2.m4a	00:00:02.95
en_uk_lc_2_10_q3.m4a	00:00:01.83
en_uk_lc_2_10_story.m4a	00:00:11.42
en_uk_lc_2_11_q1.m4a	00:00:02.07
en_uk_lc_2_11_q2.m4a	00:00:02.09
en_uk_lc_2_11_q3.m4a	00:00:02.83
en_uk_lc_2_11_story.m4a	00:00:13.54
en_uk_lc_2_1_q1.m4a	00:00:02.07
en_uk_lc_2_1_q2.m4a	00:00:03.55
en_uk_lc_2_1_q3.m4a	00:00:02.58
en_uk_lc_2_1_story.m4a	00:00:13.68
en_uk_lc_2_2_q1.m4a	00:00:03.11
en_uk_lc_2_2_q2.m4a	00:00:02.81
en_uk_lc_2_2_q3.m4a	00:00:03.30
en_uk_lc_2_2_story.m4a	00:00:08.80
en_uk_lc_2_3_q1.m4a	00:00:01.81
en_uk_lc_2_3_q2.m4a	00:00:02.90
en_uk_lc_2_3_q3.m4a	00:00:02.97
en_uk_lc_2_3_story.m4a	00:00:09.13
en_uk_lc_2_4_q1.m4a	00:00:02.09
en_uk_lc_2_4_q2.m4a	00:00:03.83
en_uk_lc_2_4_q3.m4a	00:00:02.09
en_uk_lc_2_4_story.m4a	00:00:18.11
en_uk_lc_2_5_q1.m4a	00:00:02.55
en_uk_lc_2_5_q2.m4a	00:00:03.07
en_uk_lc_2_5_q3.m4a	00:00:03.09
en_uk_lc_2_5_story.m4a	00:00:14.42
en_uk_lc_2_6_q1.m4a	00:00:03.13
